"_id",asin,cleaned_review_text,helpful.0,helpful.1,human_labelled,keywords,labelled,load_to_db,neg_doc,overall,rationales,rationals.0,rationals.1,rationals.2,rationals.3,rationals.4,rationals.5,rationals.6,rationals.7,reviewText
5a1e235a78b95010ea189d29,B0002CZW0Y,"A needed accessory for any vocal recording period My only gripe about this model is why the straight bracket part needs to stick out so dang far since you can bend the arm out in any position anyway ",1,1,false,,false,true,true,4.0,,,,,,,,,,"A needed accessory for any vocal recording, period. My only gripe about this model is why the straight bracket part needs to stick out so dang far, since you can bend the arm out in any position anyway."
5a1e235a78b95010ea189d2a,B0002CZW0Y,"Good solid construction It hooks onto the mic stand and works as advertised i e removes the pops from vocal recordings ",0,0,false,,false,true,true,4.0,,,,,,,,,,"Good solid construction. It hooks onto the mic stand and works as advertised, i.e removes the pops from vocal recordings."
5a1e235a78b95010ea189d2b,B0002CZZW4,"This is my second Spectraflex cable and I love them I love their flexibility options for colors and ends build quality and price I like to use quality guitar cables for a good sound but I dont need to spend a fortune on them to be run over on stage by roadies or ripped off because the cable costs more than some guitars do ",1,2,false,,false,true,true,4.0,,,,,,,,,,"This is my second Spectraflex cable and I love them. I love their flexibility, options for colors and ends, build quality and price. I like to use quality guitar cables for a good sound but I don't need to spend a fortune on them to be run over on stage by roadies or ripped off because the cable costs more than some guitars do."
5a1e235a78b95010ea189d2c,B0002CZZW4,"Well what can I say Based on the customer reviews this purchase seemed like a nobrainer However after only months of light use used on my rig at home it is toast The cable barely holds a signal now constantly need to jiggle the thing to work And before you ask is it perhaps your output jack all of my other cables work with my geetar So it is definitely the cable Anyway I gave it stars because while it WAS working it sounded great through my Roland JC ",0,0,false,,false,true,true,2.0,,,,,,,,,,"Well, what can I say? Based on the customer reviews, this purchase seemed like a no-brainer. However, after only 4 months of light use (used on my rig at home) it is toast. The cable barely holds a signal now (constantly need to jiggle the thing to work). And before you ask, &#34;is it perhaps your output jack?&#34;, all of my other cables work with my gee-tar. So it is definitely the cable :(Anyway, I gave it 2 stars because while it WAS working it sounded great through my Roland JC120."
5a1e235a78b95010ea189d2d,B0002CZZW4,"This is a pretty strong cable I wanted something I can plug into my top loaded amp and the jack would stand out in case Im sitting on the amp the angle does the job seams strong seams like it will last ",0,0,false,,false,true,true,4.0,,,,,,,,,,"This is a pretty strong cable. I wanted something I can plug into my top loaded amp and the jack would stand out in case I'm sitting on the amp. the angle does the job. seams strong , seams like it will last."
5a1e235a78b95010ea189d2e,B0002CZZW4,"I bought two to run from my amp to a lone pedal effect that I use with my bass The degree ends go to the pedal and it makes for a nonintrusive smart looking setup Im pleased Ive owned them for a few months now No issues at all and they look good ",0,0,false,,false,true,true,4.0,,,,,,,,,,I bought two to run from my amp to a lone pedal effect that I use with my bass.  The 90 degree ends go to the pedal and it makes for a non-intrusive smart looking setup.  I'm pleased.  I've owned them for a few months now.  No issues at all and they look good.
5a1e235a78b95010ea189d2f,B0002D0096,"It is a fun little practice amp and I agree with the praise it gets The positives have been covered so Ill point out a few minor things I dont like First of all the power button is on the back which is annoying The rest of the controls are on top why do I have to grope around the back to find the most important button Plus I keep it in a cabinet so I have to pull it out to turn it on and off Next I wish theyd just name the settings clean overdrive distortion and so on JC Clean Black Panel Brit combo and RFier mean nothing to me Then theres another minor annoyance that the input is recessed A degree angle plug wont fit unless you run it around the back Lastly the amp is solid and rugged but that means its heavy Not heavy like I cant pick it up just heavy for something called a micro amp None of these are deal breakers just things I find annoying Overall I have to say I prefer my VOX mini ",0,0,false,,false,true,true,4.0,,,,,,,,,,"It is a fun little practice amp, and I agree with the praise it gets. The positives have been covered so I'll point out a few (minor) things I don't like.First of all the power button is on the back, which is annoying. The rest of the controls are on top, why do I have to grope around the back to find the most important button. Plus I keep it in a cabinet so I have to pull it out to turn it on and off.Next! I wish they'd just name the settings &#34;clean&#34;, &#34;overdrive&#34;, &#34;distortion&#34;, and so on. JC Clean, Black Panel, Brit combo and R-Fier mean nothing to me.Then there's another minor annoyance that the input is recessed. A 90 degree angle plug won't fit unless you run it around the back.Lastly, the amp is solid and rugged but that means it's heavy. Not heavy like I can't pick it up, just heavy for something called a micro amp.None of these are deal breakers, just things I find annoying. Overall I have to say I prefer my VOX mini 3."
5a1e235a78b95010ea189d30,B0002D0096,"This pupppy is pretty powerful just running off the batteries Weve used it on a couple of gigs an it worked well with the volume only half way up We are not guitar players and are not using guitars with it We are using an mp player for backup The sound is not quite as clear as we get with our Roland Cm so only stars from me The micro cube is a lot easier to transport and set up and its nice not to have to load up cart to roll around Guitar folk will like this unit with the fx features ",0,0,false,,false,true,true,4.0,,,,,,,,,,This pupppy is pretty powerful just running off the batteries.  We've used it on a couple of gigs an it worked well with the volume only half way up.  We are not guitar players and are not using guitars with it.  We are using an mp3 player for backup.  The sound is not quite as clear as we get with our Roland Cm-30 (so only 4 stars from me).  The micro cube is a lot easier to transport and set up and it's nice not to have to load up cart to roll around.  Guitar folk will like this unit with the fx features.
5a1e235a78b95010ea189d31,B0002D01IG,"Tone control didnt work so it was returned But it was pretty nice even though I felt the fretboard quality is higher on my Gibson Les Paul but what can you expect If I had to order it again I would pay more and get the SG which has the quality pickups The sound is lets say average Good beginner guitar or a guitar that can be upgraded with new pickups The boltin neck didnt bother me but the SG doesnt have that which is another reason I would step up next time Shape is ok Purely subjective I like the solid Les Paul shape now a little better since its more conservative But the size is good and almost more comfortable than the Les Paul style Cant believe they can make a good guitar like this for only bucks Also even though I was tempted with the faded finish the glossy finish is really nice This guitar will make a player proud ",0,0,false,,false,true,true,4.0,,,,,,,,,,"Tone control didn't work so it was returned.  But it was pretty nice even though I felt the fret-board quality is higher on my 900 Gibson Les Paul but what can you expect.  If I had to order it again I would pay 140 more and get the SG 400 which has the quality pickups.  The sound is let's say... average.  Good beginner guitar, or a guitar that can be upgraded with new pickups.  The bolt-in neck didn't bother me but the SG 400 doesn't have that which is another reason I would step up next time.  Shape is ok.  Purely subjective.  I like the solid Les Paul shape now a little better since it's more conservative.  But the size is good and almost more comfortable than the Les Paul style.  Can't believe they can make a good guitar like this for only 160 bucks.  Also, even though I was tempted with the faded finish, the glossy finish is really nice.  This guitar will make a player proud."
5a1e235a78b95010ea189d32,B0002D01K4,"love the case nice and simple it really look exactly the same as the picture highly recommend to everyone looking for a case ",0,0,false,,false,true,true,4.0,,,,,,,,,,"love the case nice and simple, it really look exactly the same as the picture. highly recommend to everyone looking for a case."
5a1e235a78b95010ea189d33,B0002D01K4,"I do some guitar repair work and one of my customers needed a LP case I have bought a lot of stuff here on AZ so looked at this one and had it shipped to him He says its great so that is my review Prices are always great on AZ and Prime saves me money in shipping stars is my tops anywhere ",0,0,false,,false,true,true,4.0,,,,,,,,,,"I do some guitar repair work and one of my customers needed a LP case. I have bought a lot of stuff here on AZ so looked at this one and had it shipped to him. He says its great so that is my review.Prices are always great on AZ and Prime saves me money in shipping.4 stars is my tops, anywhere."
5a1e235a78b95010ea189d34,B0002D01KO,"As the title states this is a lightly padded duffle bag nothing more If youre toating between practice with an instructor its okay I purchased it for that reason and Im an adult so I can be careful This bag is useless for kids as a drop would likely result in damage I would even go so far as to call it a glorified dust rag It will prevent my guitar from scuffs dings dent dirt but thats it There are better gig bags at a comprable price and the only reason I gave it two stars was becuase of the dirt cheap price ",4,9,false,,false,true,true,2.0,,,,,,,,,,"As the title states, this is a lightly padded duffle bag, nothing more. If you're toating between practice with an instructor, it's okay. I purchased it for that reason...and I'm an adult, so I can be careful. This bag is useless for kids as a drop would likely result in damage. I would even go so far as to call it a glorified dust rag. It will prevent my guitar from scuffs, dings, dent & dirt, but that's it.There are better gig bags at a comprable price and the only reason I gave it two stars was becuase of the dirt cheap price."
5a1e235a78b95010ea189d35,B0002D01KO,"This houses your guitar and I have a couple humidipaks in there because I live in a northern desert Not many frills to this bag It does the job ",1,1,false,,false,true,true,4.0,,,,,,,,,,This houses your guitar and I have a couple humidipaks  in there because I live in a northern desert. Not many frills to this bag. It does the job.
5a1e235a78b95010ea189d36,B0002D01KO,"Good quality bag for my Epi LP Fit like a glove in fact I wish they were a little larger to hold some accessories ",0,0,false,,false,true,true,4.0,,,,,,,,,,"Good quality bag for my Epi LP. Fit like a glove, in fact I wish they were a little larger to hold some accessories."
5a1e235a78b95010ea189d37,B0002D01KO,"This gigbag is a very tight fit for my Epiphone Les Paul Their is minimal padding so it is little more than a dust cover I tossed it aside and bought a Fender gigbag The Fender is heavily padded and gives me some serious protection ",1,1,false,,false,true,true,3.0,,,,,,,,,,"This gigbag is a very tight fit for my Epiphone Les Paul. Their is minimal padding, so it is little more than a dust cover. I tossed it aside, and bought a Fender gigbag. The Fender is heavily padded, and gives me some serious protection."
5a1e235a78b95010ea189d38,B0002D01KO,"At lt this is a great bargain but it is a very basic bag It fits my Les Paul Standard snugly and has back straps for easy carrying These are also easily removed if they bother you This Epiphone gigbag also has a zippered pocket for accessories holds a strap patch cord but not much else and features nice looking graphics ",8,8,false,,false,true,true,4.0,,,,,,,,,,"At &lt;$20, this is a great bargain, but it is a very basic bag. It fits my Les Paul Standard snugly and has back straps for easy carrying. These are also easily removed if they bother you. This Epiphone gigbag also has a zippered pocket for accessories (holds a strap, patch cord, but not much else) and features nice looking graphics."
5a1e235a78b95010ea189d39,B0002D01PY,"I got this for my Boss Loop Station but it doesnt work very well I keep hoping Ill find something it DOES work well with ",0,2,false,,false,true,true,1.0,,,,,,,,,,"I got this for my Boss Loop Station, but it doesn't work very well.  I keep hoping I'll find something it DOES work well with..."
5a1e235a78b95010ea189d3a,B0002D02IU,"This is NOT my first guitar Nor am I breathless Epiphone supporter shouting how this guitar is the sonic equal of Taylors and Martins Its not Heres what it is An exceedingly wellconstucted AMAZINGLY playable guitar Fit finish feel and action were all VERY nice Sound on the other hand Lets face it Its plywood all around It SOUNDS like plywood But that doesnt distract from the fact that its a great guitar for bucks Its a fine first guitar Its a great beachcampingcabin guitar Leave it in your car to practice at lunch Leave it in the office ANY guitar is better than no guitar And this guitar is better than a LOT of other entry level guitars Seriously consider changing strings the second you take it out of the box New premium strings DO make a difference If your expectations are for a playable rugged affordable guitar you wont be disappointed If sound quality is your primary concern well You are going to have to spend more than a hundred bucks to be happy For my desired application this guitar was great Im very happy with it and would buy it again in a heartbeat ",2,2,false,,false,true,true,4.0,,,,,,,,,,"This is NOT my first guitar. Nor am I breathless Epiphone supporter shouting how this guitar is the sonic equal of Taylors and Martins. It's not. Here's what it is: An exceedingly well-constucted, AMAZINGLY playable guitar. Fit, finish, feel and action were all VERY nice... Sound on the other hand? Let's face it. It's plywood all around. It SOUNDS like plywood. But that doesn't distract from the fact that it's a great guitar for $100 bucks.It's a fine &#34;first&#34; guitar. It's a great beach/camping/cabin guitar. Leave it in your car to practice at lunch. Leave it in the office. ANY guitar is better than no guitar... And this guitar is better than a LOT of other entry level guitars.Seriously consider changing strings the second you take it out of the box... New, premium strings DO make a difference.If your expectations are for a playable, rugged, affordable guitar you won't be disappointed. If sound quality is your primary concern, well... You are going to have to spend more than a hundred bucks to be happy.For my desired application, this guitar was great... I'm very happy with it and would buy it again in a heartbeat."
5a1e235a78b95010ea189d3b,B0002D02RQ,"I tried this but ended up going back to Tortex I like the satin finish on the Tortex better and the way it bends The Ultex has a little brighter attack though and wears out less quickly Ultex sounds more like the Fender celluloid ",0,0,false,,false,true,true,4.0,,,,,,,,,,I tried this but ended up going back to Tortex.  I like the satin finish on the Tortex better and the way it bends.  The Ultex has a little brighter attack though and wears out less quickly.  Ultex sounds more like the Fender celluloid.
5a1e235a78b95010ea189d3c,B0002D02RQ,"These are nice I like the rigidity and these are just fine for me you will wear them out on acoustics though if you are a more aggressive player as I am Once these are worn as with most picks they sound considerably different Much more grainy and tiny but that may be a plus for you I also like the side edges for a real mellow and or speeding picking style They stay in your fingers well ",0,0,false,,false,true,true,4.0,,,,,,,,,,"These are nice, I like the 1.14 rigidity and these are just fine for me... you will wear them out on acoustics though if you are a more aggressive player as I am.  Once these are worn, as with most picks, they sound considerably different.  Much more grainy and tin-y but that may be a plus for you?  I also like the side edges for a real mellow and / or speeding picking style.  They stay in your fingers well."
5a1e235a78b95010ea189d3d,B0002D02RQ,The grip is excellent But I prefer the Sharps over these These are sturdy and look like I wont be needing another set for quite some time,0,0,false,,false,true,true,4.0,,,,,,,,,,The grip is excellent. But I prefer the 1.14 Sharps over these. These are sturdy and look like I won't be needing another set for quite some time
5a1e235a78b95010ea189d3e,B0002D02RQ,"We all have different tastes in guitar picks I know As I wrote elsewhere the Dunlop Tortex are awful for acoustic in my opinion These Ultex are much better Not as noisy better feel Still not my favorites Ill have them with me for spares ",0,0,false,,false,true,true,3.0,,,,,,,,,,"We all have different tastes in guitar picks, I know,  As I wrote elsewhere, the Dunlop Tortex are awful for acoustic, in my opinion.  These Ultex are much better.  Not as noisy, better feel.  Still not my favorites.  I'll have them with me for spares."
5a1e235a78b95010ea189d3f,B0002D02RQ,I bought the wrong gauge I read a review that said that you should get a size less then you really want but they are wrong I bought the gauge at Guitar Center and love them These were made for that Dave Mustain muted crunch sound I dont know if I will use these forever but for right now I love them Just hard enough for speed picking but light enough to stay in your hand without moving around like mils do Dunlop Ultex sound awesome and so far they still look like new Buy em,0,2,false,,false,true,true,2.0,,,,,,,,,,I bought the wrong gauge. I read a review that said that you should get a size less then you really want but they are wrong. I bought the .90 gauge at Guitar Center and love them. These were made for that Dave Mustain muted crunch sound. I don't know if I will use these forever but for right now I love them. Just hard enough for speed picking but light enough to stay in your hand without moving around like 1 mils do.Dunlop Ultex sound awesome and so far they still look like new.Buy em!!!!
5a1e235a78b95010ea189d40,B0002D05FU,"This product is excellent Cleaning is thorough and leaves no residue Made my little Martin look almost as good as new ",2,2,false,,false,true,true,4.0,,,,,,,,,,This product is excellent.  Cleaning is thorough and leaves no residue.  Made my little Martin look almost as good as new.
5a1e235b78b95010ea189d41,B0002D070I,This is not a bad product just not great As soon as I received it I installed it on my custom made Grit Laskin Guitar and played with it for over two hours Installation was fast and only took a couple of minutes My problems with it are fold Sounds just a bit tinny too much on the high end and not an equal amount of bass A small complaint is that you have to dismantle the entire installation just to change the batteries and I couldnt get mine to work in passive mode And the biggest complaint is that the volume control is difficult to get to when youre performing on stage You have to stick your finger in the hole on the top side of the strings and fumble around trying to change the volume which is very sensitive so all of sudden you can be too loud or too soft Like I said it is not a bad product just not top notch and definitely not for professionals If youre just fooling around at home or recording at home it is fine and will do the job for you BUT If youre a pro youll want to spend double the money and get an L R Baggs M The M gives you the truest sound unbelievable works in passive mode and is very easy to change the volume control Sincerely Doc,5,8,false,,false,true,true,3.0,,,,,,,,,,"This is not a bad product, just not great.  As soon as I received it, I installed it on my custom made Grit Laskin Guitar, and played with it for over two hours.  Installation was fast, and only took a couple of minutes.  My problems with it are 3 fold:  #1.  Sounds just a bit ""tinny"" = too much on the high end, and not an equal amount of bass.  #2.  A small complaint is that you have to dismantle the entire installation just to change the batteries, and I couldn't get mine to work in ""passive"" mode.  #3.  And the biggest complaint, is that the volume control is difficult to get to when you're performing on stage.  You have to stick your finger in the hole on the top side of the strings and fumble around trying to change the volume which is very sensitive so all of sudden you can be too loud or too soft.  Like I said, it is not a bad product, just not top notch, and definitely not for professionals.  If you're just fooling around at home, or recording at home, it is fine, and will do the job for you.  BUT!!!  If you're a pro, you'll want to spend double the money and get an L. R. Baggs M-80.  The M-80 gives you the truest sound (unbelievable), works in passive mode, and is very easy to change the volume control.  Sincerely, Doc"
5a1e235b78b95010ea189d42,B0002D070I,"I was looking for a sound hole pickup and this came as one of the best and found it to be all I expected I use it for practice and recording myself I really like it but for the price I wish it had just a bit more otherwise its perfect I have it on my Martin D which has a big bottom end and no matter what it always sounds fine I have had the pickup installed for four months and it is good ",0,0,false,,false,true,true,4.0,,,,,,,,,,I was looking for a sound hole pickup and this came as one of the best and found it to be all I expected. I use it for practice and recording myself. I really like it but for the price I wish it had just a bit more otherwise its perfect. I have it on my 1994 Martin D-18  which has a big bottom end and no matter what it always sounds fine. I have had the pickup installed for four months and it is good.
5a1e235b78b95010ea189d43,B0002D0B4K,"Im using them to angle my speakers up in addition to isolating them from the desk surface Unfortunately these angle the speakers down by default so I had to do some cutting and rearranging but it worked out If you need to cut these to fit your speakers try to find something better than scissors because its quite hard to cut the foam evenly with them ",0,0,false,,false,true,true,3.0,,,,,,,,,,"I'm using them to angle my speakers up in addition to isolating them from the desk surface. Unfortunately, these angle the speakers down by default, so I had to do some cutting and rearranging, but it worked out. If you need to cut these to fit your speakers, try to find something better than scissors, because it's quite hard to cut the foam evenly with them."
5a1e235b78b95010ea189d44,B0002D0C1C,"These strings are very bright and full They sound great for a couple of weeks and then get a bit dead I havent had any problems with breakage just a loss of tone over time seems faster than some other strings Ive tried ",3,4,false,,false,true,true,4.0,,,,,,,,,,"These strings are very bright and full.  They sound great for a couple of weeks and then get a bit dead.  I haven't had any problems with breakage, just a loss of tone over time (seems faster than some other strings I've tried)."
5a1e235b78b95010ea189d45,B0002D0C1C,"Martin makes a variety of good sounding strings and these are toward the light end The sound is bright but lacks a fullness found with some of the heavier strings such asMartin MSP SP Phosphor Bronze Acoustic Guitar Strings LightMedium The custom light are easier to play and have a bright tone to them but can make a guitar sound like a cheaper model compared to the LightMedium Some disadvantages to the thinner strings are that they can limit your dynamics If you strum harder they are more stretchy and the tuning will be less consistent changing the tone for the same reason a bend would If you play at a fairly consistent sound level you can expect more of a bright sound than a resonant one On the other hand compared to some other brands with more of a dampened sound the brightness can make an instrument sound quite good Depending on your style these might be a good choice If you are used to playing a solid body electric with a lighter feel to the strings that make medium strings uncomfortable these might seem more at home If you are used to Martin medium strings but want something that you can play for a few extra hours a day without feeling as if you are overdoing things you might like these too but when you pick up a guitar with the Martin Medium strings you may find that even a cheaper guitar sounds better in comparison to these on a more upscale one I wouldnt say I dislike these and I wouldnt quite say that those who gave it five stars oversold them because they may deserve five stars for your particular needs But as an all around choice there are better sounding ones from Martin But its a moot point if you dont feel comfortable playing them Make sure to read a variety of reviews before deciding because there are other equally valid viewpoints just as each player is unique ",8,12,false,,false,true,true,3.0,,,,,,,,,,"Martin makes a variety of good sounding strings, and these are toward the light end.  The sound is bright, but lacks a fullness found with some of the heavier strings such asMartin MSP4150 SP Phosphor Bronze Acoustic Guitar Strings, Light-Medium.The custom light are easier to play and have a bright tone to them, but can make a guitar sound like a cheaper model compared to the Light-Medium. Some disadvantages to the thinner strings are that they can limit your dynamics. If you strum harder, they are more stretchy and the tuning will be less consistent, changing the tone for the same reason a ""bend"" would. If you play at a fairly consistent sound level you can expect more of a bright sound than a resonant one.On the other hand, compared to some other brands with more of a dampened sound, the brightness can make an instrument sound quite good.Depending on your style, these might be a good choice. If you are used to playing a solid body electric with a lighter feel to the strings that make medium strings uncomfortable, these might seem more at home.  If you are used to Martin medium strings, but want something that you can play for a few extra hours a day without feeling as if you are overdoing things, you might like these too, but when you pick up a guitar with the Martin Medium strings, you may find that even a cheaper guitar sounds better in comparison to these on a more upscale one.I wouldn't say I dislike these, and I wouldn't quite say that those who gave it five stars oversold them, because they may deserve five stars for your particular needs. But as an all around choice, there are better sounding ones from Martin. But it's a moot point if you don't feel comfortable playing them. Make sure to read a variety of reviews before deciding because there are other equally valid viewpoints just as each player is unique."
5a1e235b78b95010ea189d46,B0002D0CA8,"Brand name good string good tone seem to last awhile but I change strings often so never really know how long a set will last ",0,0,false,,false,true,true,3.0,,,,,,,,,,"Brand name, good string, good tone, seem to last awhile but I change strings often so never really know how long a set will last."
5a1e235b78b95010ea189d47,B0002D0CA8,"These strings are great sounding and great looking on the fretboard because they are bronze One issue I had was the th and th strings were too big to route more than once through the tuning head but it still wound up very nicely I would actually say that you might want to get the Extra Light gauge but its probably just my tuning machines they kind of suck ",0,0,false,,false,true,true,4.0,,,,,,,,,,"These strings are great sounding, and great looking on the fretboard, because they are bronze. One issue I had, was the 5th and 6th strings were too big to route more than once through the tuning head, but it still wound up very nicely. I would actually say that you might want to get the Extra Light gauge, but it's probably just my tuning machines, they kind of suck."
5a1e235b78b95010ea189d48,B0002D0CAI,"Long story short this string set has a strong metallic character which distorts the natural sound of your guitar so much Many people might like it but for me absolutely NooooooooI have a seagull guitar so by its nature it sounds mellow warm and mild with stock strings So when my strings wear out I got this Now I feel like playing an EMG bridge on my fenderarchtops neck position WITHOUT the power that an EMG pickup has to offer Yes it is that bad you cant do this to guitars like Seagulls Bottom line I recommend this string set for people looking to boost distortion on their guitar If you have guitars like seagulls or so definitely avoid this string ",1,3,false,,false,true,true,1.0,,,,,,,,,,"Long story short, this string set has a strong metallic character, which distorts the natural sound of your guitar so much. Many people might like it, but for me, absolutely Noooooooo!I have a seagull guitar, so by its nature it sounds mellow, warm and mild with stock strings. So when my strings wear out, I got this. Now I feel like playing an EMG bridge on my fender/archtop's neck position, WITHOUT the power that an EMG pickup has to offer. Yes, it is that bad, you can't do this to guitars like Seagulls...Bottom line, I recommend this string set for people looking to boost distortion on their guitar. If you have guitars like seagulls or so, definitely avoid this string."
5a1e235b78b95010ea189d49,B0002D0CAI,"I am not a connoisseur but nothing great about these strings They have pretty good sound but they seem to die quickly ",0,0,false,,false,true,true,4.0,,,,,,,,,,I am not a connoisseur but nothing great about these strings.  They have pretty good sound but they seem to die quickly.
5a1e235b78b95010ea189d4a,B0002D0CEO,"arrived on time packaged well happy with purchase they are your regular picks will order again if needed happy with purchase hope you enjoy em ",0,0,false,,false,true,true,4.0,,,,,,,,,,arrived on time..packaged well. happy with purchase...they are your regular picks..will order again if needed. happy with purchase. hope you enjoy em...
5a1e235b78b95010ea189d4b,B0002D0CEO,"I have tried few picks textured mallow color and this bright green I like it bright color that is very easy to found and mm seems right for me to strumming on an acoustic guitar ",0,0,false,,false,true,true,4.0,,,,,,,,,,"I have tried few picks, textured, mallow color, and this bright green.  I like it bright color that is very easy to found, and 0.88mm seems right for me to strumming on an acoustic guitar."
5a1e235b78b95010ea189d4c,B0002D0CEO,"Ive been playing guitar for over years and these Tortex picks are nearly the worst Iv ever used They are so noisy that they overpower the guitar strings with their clackityclack noise Dunlop Ultex picks sound much better ",0,0,false,,false,true,true,2.0,,,,,,,,,,"I've been playing guitar for over 40 years, and these Tortex picks are nearly the worst I'v ever used.  They are so noisy that they overpower the guitar strings with their clackity-clack noise.  Dunlop Ultex picks sound much better."
5a1e235b78b95010ea189d4d,B0002D0CEO,"Good picks great feel and brings out sound loudly Mostly for Electrics I prefer the lighter sound of the Acoustic but these work very well with my friends Electric Fender ",0,0,false,,false,true,true,4.0,,,,,,,,,,"Good picks, great feel and brings out sound loudly. Mostly for Electrics. I prefer the lighter sound of the Acoustic but these work very well with my friends Electric, Fender."
5a1e235b78b95010ea189d4e,B0002D0CEO,"I absolutely love the feel of these guitar picks They are so grippy I havent broken a single one yet they stand out from all of the other junk in my studio so its hard to loose them but I still do If you have like a child nephew niece sibling or parent that plays guitar or bass you cant go wrong with getting these for them or if you are a guitarist just playing the cheap little Fender picks that break if you strum a chord and if you are lucky enough not to break them they just slip out of your hands while youre playing They are a little thin for rhythm playing however and I recommend the mm picks for that ",0,0,false,,false,true,true,4.0,,,,,,,,,,"I absolutely love the feel of these guitar picks! They are so grippy, I haven't broken a single one yet, they stand out from all of the other junk in my studio, so it's hard to loose them, but I still do. If you have like a child, nephew, niece, sibling, or parent that plays guitar or bass you can't go wrong with getting these for them, or if you are a guitarist just playing the cheap little Fender picks that break if you strum a chord, and if you are lucky enough not to break them, they just slip out of your hands while you're playing. They are a little thin for rhythm playing however, and I recommend the .88 mm picks for that."
5a1e235b78b95010ea189d4f,B0002D0CEO,"I have always used tortex picks I like them a lot and they last forever almost these were a little thick for my tastes The red ones are a little thinner and give better action for strumming and also for fast alternate picking patterns If you like a medium thick pick though these are rockin ",0,0,false,,false,true,true,4.0,,,,,,,,,,"I have always used tortex picks. I like them a lot and they last forever (almost :)these were a little thick for my tastes. The red ones are a little thinner and give better action for strumming and also for fast alternate picking patterns.If you like a medium thick pick though, these are rockin."
5a1e235b78b95010ea189d50,B0002D0CEO,This is the pick I learned to play with Great feel doesnt slip in sweaty fingers Good tone you can get plenty of use from one pick as they hold up very well,0,0,false,,false,true,true,4.0,,,,,,,,,,"This is the pick I learned to play with.Great feel, doesn't slip in sweaty fingers.Good tone, you can get plenty of use from one pick, as they hold up very well!"
5a1e235b78b95010ea189d51,B0002D0CEO,"good deal ",0,0,false,,false,true,true,4.0,,,,,,,,,,good deal.
5a1e235b78b95010ea189d52,B0002D0CGC,I cant hear the sounds of the strings over the flick of these flimsy picks across them better for electric guitar but still hard to play fast,0,2,false,,false,true,true,2.0,,,,,,,,,,I can't hear the sounds of the strings over the flick of these flimsy picks across them. better for electric guitar but still hard to play fast
5a1e235b78b95010ea189d53,B0002D0CGC,"Ever since I started playing the guitar Ive used the nylon Dunlop picks Theyre better in a thicker size mm or larger but the mm size is about the same thickness as a regular Fender pick Theyre flexible and easy to pick with but the biggest plus about the nylon picks is that they will NOT break Youd almost have to melt one of these things with a lighter to harm it so one pack of them will last you yeeeeears Also of note the price keeps going up on these here on Amazon for some reason dont pay more than for a pack of them as you can get them at your local music store for about that ",3,3,false,,false,true,true,4.0,,,,,,,,,,"Ever since I started playing the guitar, I've used the nylon Dunlop picks. They're better in a thicker size (1.0mm or larger) but the .73mm size is about the same thickness as a regular Fender pick. They're flexible and easy to pick with, but the biggest plus about the nylon picks is that they will NOT break. You'd almost have to melt one of these things with a lighter to harm it -- so one pack of them will last you yeeeeears.Also of note: the price keeps going up on these here on Amazon for some reason -- don't pay more than $3-4 for a pack of them, as you can get them at your local music store for about that."
5a1e235b78b95010ea189d54,B0002D0CGC,"I am a bass player so I like my picks to be a bit thicker and wider I tend to Play with Fender so I was pleasantly surprised when I found that this pick worked really well for me ",0,0,false,,false,true,true,4.0,,,,,,,,,,I am a bass player so I like my picks to be a bit thicker and wider. I tend to Play with Fender 346 so I was pleasantly surprised when I found that this pick worked really well for me.
5a1e235b78b95010ea189d55,B0002D0CGC,"I would give these picks five stars but I do have a couple of other types I prefer more Still these are nice picks So far Ive only used them on string guitar but Ill soon be trying them out on string guitars ",0,0,false,,false,true,true,4.0,,,,,,,,,,"I would give these picks five stars, but I do have a couple of other types I prefer more.  Still, these are nice picks.  So far I've only used them on 12-string guitar, but I'll soon be trying them out on 6-string guitars."
5a1e235b78b95010ea189d56,B0002D0CGC,cant go wrong with Dunlop pick they last and dont break end up losing them verses breaking This mm is a bit soft for my liking will go a size thicker next time,0,0,false,,false,true,true,4.0,,,,,,,,,,"cant go wrong with Dunlop pick, they last and don't break. end up losing them verses breaking. This .38 mm is a bit soft for my liking, will go a size thicker next time~"
5a1e235b78b95010ea189d57,B0002D0CGC,"These just dont have the right feel and the sound isnt that great compared to other materials The quality control is so so The picks arent cleanly cut out they are injection molded and as a result they are left with a thin trim all around them Ill stick with Dunlop Gator Grip mm or PRS picks For more flexibility or acoustic I prefer Fender Medium Celluloid picks ",2,2,false,,false,true,true,3.0,,,,,,,,,,"These just don't have the right feel and the sound isn't that great compared to other materials.The quality control is so so. The picks aren't cleanly cut out they are injection molded and as a result they are left with a thin trim all around them.I'll stick with Dunlop Gator Grip .96mm or PRS 1.0 picks. For more flexibility or acoustic, I prefer Fender Medium Celluloid picks."
